,Unnamed: 0,Municipality,Year,lt_ue,treatment,post,int,led,med,hed,lf,s_ltue_lf,s_led_ltue,s_med_ltue,s_hed_ltue,urb,pop,s_u15,s_15-64,s_o64,s_for,ex_births,net_mig,emp,ue,s_pen,dep_r,s_pri,s_sec,s_ser,lt_ue_ratio,lt_ue_med_ratio,lt_ue_led_ratio,lt_ue_change,lt_ue_ratio_change,abs_lt_ue_ratio_change
1901,1902,Pello,2011,34.1666666666667,0,0,0.0,23.9166666666667,7.58333333333333,0.0,1593,2.14480016739904,70.0,22.1951219512195,0.0,51.1,3912.0,10.4,60.2,29.4,1.1,-31.0,-46.0,59.1,15.6,39.8,194.4,11.6,19.1,66.1,0.021448001673990396,0.004760410127641764,0.015013601171793282,0.25121951219512073,0.2559500207478433,0.00548961647345762
1902,1903,Pello,2012,42.75,0,0,0.0,24.5,13.833333333333302,0.0,1587,2.6937618147448,57.309941520467795,32.358674463937604,0.0,52.5,3819.0,9.9,59.6,30.5,1.0,-52.0,-46.0,59.0,15.8,40.8,196.5,11.7,16.9,68.4,0.026937618147448016,0.008716656164671268,0.01543793320730939,0.15204678362573099,0.16008771929824558,0.004312381852551984
1903,1904,Pello,2013,49.25,0,0,1.0,23.25,19.5833333333333,0.0,1576,3.125,47.208121827411205,39.7631133671743,0.0,52.4,3739.0,9.6,58.2,32.2,1.1,-48.0,-28.0,60.2,17.3,41.7,197.2,12.4,16.7,68.4,0.03125,0.012425972927241942,0.01475253807106599,0.13874788494077767,0.17298474945533693,0.005405773420479279
1904,1905,Pello,2014,56.0833333333333,0,0,1.0,25.0,21.0,0.0,1530,3.6655773420479303,44.57652303120361,37.444279346211,0.0,53.1,3676.0,9.4,56.7,33.9,1.2,-53.0,-14.0,60.4,18.6,42.6,201.8,12.8,15.0,68.6,0.03665577342047928,0.013725490196078431,0.016339869281045753,0.4056463595839527,0.41396379366433117,0.015174163024841758
1905,1906,Pello,2015,78.8333333333333,0,0,1.0,35.1666666666667,33.0,0.0,1521,5.18299364453211,44.6088794926004,41.8604651162791,0.0,53.4,3623.0,10.1,55.0,34.9,1.4,-50.0,-21.0,60.0,19.1,43.0,209.4,12.0,14.3,70.2,0.05182993644532104,0.021696252465483234,0.02312075388998468,0.1543340380549688,0.17362437960000507,0.008998940560026557
1930,1931,Petäjävesi,2010,35.75,0,0,0.0,18.0833333333333,14.75,0.0,1734,2.06170703575548,50.5827505827506,41.258741258741296,0.0,53.9,4022.0,18.8,61.7,19.4,0.8,8.0,38.0,67.5,10.9,27.0,154.7,14.8,19.9,63.6,0.020617070357554786,0.008506343713956172,0.010428681276432122,0.05827505827505735,0.052810643172088084,0.0010888007459066602
1931,1932,Petäjävesi,2011,37.8333333333333,0,0,0.0,18.8333333333333,13.0,0.0,1743,2.17058711034615,49.77973568281939,34.3612334801762,0.0,53.3,4065.0,19.4,61.0,19.6,0.8,6.0,39.0,66.6,11.3,27.0,161.9,16.1,17.2,64.9,0.021705871103461446,0.007458405048766495,0.010805125262956568,0.08370044052863532,0.06596493670508538,0.001431826413468576
1932,1933,Petäjävesi,2012,41.0,0,0,0.0,17.0,18.25,0.0,1772,2.313769751693,41.4634146341463,44.5121951219512,0.0,53.5,4095.0,19.7,60.0,20.3,0.9,-5.0,37.0,67.4,12.8,26.8,163.5,14.6,18.6,64.4,0.023137697516930022,0.010299097065462753,0.009593679458239277,0.34959349593495853,0.36577936881596024,0.008463292393597274
1933,1934,Petäjävesi,2013,55.3333333333333,0,0,1.0,19.8333333333333,26.0833333333333,3.8333333333333304,1751,3.16009899105273,35.843373493975896,47.138554216867504,6.92771084337349,54.0,4125.0,20.1,59.0,20.9,0.9,8.0,9.0,65.3,16.7,26.7,174.6,16.0,17.5,64.5,0.031600989910527295,0.014896249762040719,0.01132686084142393,0.3840361445783135,0.35919646054774373,0.011350963725666366
1934,1935,Petäjävesi,2014,76.5833333333333,0,0,1.0,21.0833333333333,40.3333333333333,9.5,1783,4.29519536361937,27.5299238302503,52.665941240478794,12.404787812839999,54.4,4081.0,20.4,58.0,21.6,0.9,-3.0,-44.0,65.8,16.4,26.8,175.9,14.2,16.7,67.4,0.04295195363619366,0.022621050663675434,0.011824640119648514,0.0554951033732318,0.043208297846159774,0.001855880805787101
1935,1936,Petäjävesi,2015,80.8333333333333,0,0,1.0,20.25,44.25,7.0,1804,4.480783444198081,25.051546391752602,54.742268041237104,8.659793814432991,59.7,4008.0,19.9,57.7,22.4,1.0,-8.0,-72.0,66.5,17.1,27.3,174.3,15.5,17.5,64.7,0.04480783444198076,0.024528824833702882,0.011225055432372505,0.1762886597938145,0.19888403517968448,0.00891156292148438
1940,1941,Pieksämäki,2010,174.833333333333,0,0,0.0,85.0833333333333,82.5,0.916666666666667,8794,1.9880979455689498,48.665395614871294,47.1877979027645,0.5243088655862729,75.0,19869.0,13.1,62.7,24.2,1.2,-148.0,-144.0,64.0,10.6,34.1,161.7,6.7,23.3,68.6,0.019880979455689448,0.009381396406640891,0.009675157304222573,-0.1506196377502367,-0.14409867014731093,-0.002864822700790859
1941,1942,Pieksämäki,2011,148.5,0,0,0.0,63.25,76.5,5.0,8727,1.7016156754898601,42.5925925925926,51.5151515151515,3.36700336700337,75.2,19700.0,13.2,61.8,24.9,1.2,-78.0,-109.0,65.5,9.5,34.2,159.1,6.4,22.3,69.8,0.01701615675489859,0.008765898934341699,0.007247622321530881,-0.10998877665544109,-0.08579002517326197,-0.0014598165163549216
1942,1943,Pieksämäki,2012,132.166666666667,0,0,0.0,57.0833333333333,66.5,1.33333333333333,8496,1.55563402385436,43.1904161412358,50.3152585119798,1.00882723833544,75.1,19407.0,12.9,61.2,25.8,1.3,-183.0,-151.0,65.0,11.1,34.6,162.6,6.1,22.5,70.2,0.015556340238543668,0.007827212806026366,0.0067188480853735055,0.3020176544766651,0.3165843837697866,0.004924894388132482
1943,1944,Pieksämäki,2013,172.083333333333,0,0,1.0,69.4166666666667,92.5833333333333,3.1666666666666696,8402,2.04812346266762,40.3389830508475,53.8014527845036,1.84019370460048,75.5,19288.0,12.7,60.7,26.6,1.4,-120.0,-27.0,64.0,12.9,35.1,169.2,5.9,23.4,69.7,0.02048123462667615,0.011019201777354595,0.008261921764659213,0.2111380145278493,0.2235158828980389,0.004577881240423406
1944,1945,Pieksämäki,2014,208.416666666667,0,0,1.0,84.1666666666667,108.083333333333,14.083333333333302,8317,2.50591158670995,40.3838464614154,51.859256297481004,6.75729708116753,75.3,19051.0,12.6,60.1,27.3,1.5,-173.0,-90.0,63.9,14.4,35.7,172.5,5.8,22.6,70.5,0.025059115867099555,0.012995471123401828,0.010119834876357665,0.19152339064373902,0.2044117695653838,0.005122378218137807
1945,1946,Pieksämäki,2015,248.333333333333,0,0,1.0,99.3333333333333,138.166666666667,9.41666666666667,8228,3.0181494085237404,40.0,55.6375838926174,3.79194630872483,75.4,18801.0,12.5,59.3,28.2,1.6,-148.0,-120.0,63.1,14.8,36.6,179.0,5.7,21.3,71.8,0.030181494085237362,0.01679225409171937,0.012072597634094956,0.038590604026848246,0.04634792334185228,0.0013988495742051493
1950,1951,Pielavesi,2010,37.25,0,0,0.0,21.9166666666667,10.6666666666667,0.0,1948,1.9122176591375801,58.8366890380313,28.6353467561521,0.0,43.0,5087.0,15.1,56.7,28.2,1.0,-44.0,-20.0,60.2,12.5,38.5,209.6,26.3,11.6,60.4,0.01912217659137577,0.00547570157426422,0.011250855578370996,0.13870246085011276,0.15832500978382233,0.003027518795917547
1951,1952,Pielavesi,2011,42.4166666666667,0,0,0.0,22.5,12.5,0.0,1915,2.21496953872933,53.0451866404715,29.4695481335953,0.0,41.9,5006.0,14.3,56.8,28.9,1.1,-51.0,-35.0,62.0,11.5,38.9,203.0,26.4,12.2,59.8,0.022149695387293316,0.006527415143603133,0.01174934725848564,0.27701375245579546,0.302866987721283,0.006708411520893524
1952,1953,Pielavesi,2012,54.1666666666667,0,0,0.0,27.5,21.8333333333333,0.0,1877,2.88581069081868,50.769230769230795,40.3076923076923,0.0,42.7,4926.0,14.7,55.7,29.6,1.1,-55.0,-34.0,61.2,13.2,39.1,207.3,25.9,11.3,61.5,0.02885810690818684,0.011632036938376824,0.014651038891848695,0.18923076923076912,0.1956005108977791,0.005644660454784074
1953,1954,Pielavesi,2013,64.4166666666667,0,0,1.0,28.8333333333333,31.4166666666667,0.0,1867,3.45027673629709,44.7606727037516,48.771021992238,0.0,41.7,4824.0,14.5,54.9,30.7,1.1,-60.0,-45.0,60.8,13.4,39.9,213.5,25.1,11.0,62.3,0.034502767362970914,0.01682735225852528,0.015443670773076219,-0.059508408796896214,-0.04932441755484843,-0.001701828904208974
1954,1955,Pielavesi,2014,60.5833333333333,0,0,1.0,28.8333333333333,27.4166666666667,0.0,1847,3.2800938458762,47.59284731774421,45.2544704264099,0.0,41.7,4787.0,14.3,54.1,31.6,1.4,-60.0,9.0,61.2,14.1,39.9,213.5,24.2,11.3,62.8,0.03280093845876194,0.01484389099440536,0.015610900559465783,0.041265474552957385,0.08167453965090676,0.0026790015487371047
1955,1956,Pielavesi,2015,63.0833333333333,0,0,1.0,23.75,32.5833333333333,0.0,1778,3.54799400074991,37.64861294583879,51.6512549537649,0.0,43.2,4740.0,14.7,52.5,32.8,1.4,-55.0,3.0,62.5,14.0,40.4,216.6,23.7,10.7,63.4,0.035479940007499045,0.018325834270716143,0.013357705286839145,-0.043593130779392364,-0.04305491644668517,-0.0015275858525562735
1960,1961,Pietarsaari,2010,200.333333333333,0,0,0.0,111.25,68.5,18.5833333333333,9161,2.18680638940436,55.532445923460905,34.1930116472546,9.276206322795339,98.2,19656.0,16.8,62.1,21.1,4.2,28.0,-126.0,70.2,9.4,27.2,144.3,1.0,34.3,64.0,0.021868063894043555,0.007477349634319398,0.012143870756467634,0.10732113144758754,0.13992233792463757,0.003059830625939928
1961,1962,Pietarsaari,2011,221.833333333333,0,0,0.0,122.666666666667,81.9166666666667,12.666666666666698,8899,2.49278945199835,55.29676934635611,36.927122464312504,5.7099924868519905,98.1,19623.0,16.4,61.7,21.8,4.9,-26.0,-184.0,72.0,8.4,27.5,139.5,1.0,35.3,63.1,0.024927894519983482,0.009205154137168974,0.013784320335618272,-0.02779864763335543,-0.02648589684811858,-0.000660237642897063
1962,1963,Pietarsaari,2012,215.666666666667,0,0,0.0,108.583333333333,90.75,11.083333333333302,8887,2.4267656877086403,50.3477588871716,42.0788253477589,5.139103554868631,98.3,19680.0,16.3,61.5,22.2,5.7,-5.0,-131.0,71.1,8.7,27.6,141.9,1.0,35.5,62.7,0.02426765687708642,0.010211544953302577,0.012218221372041522,0.08616692426584067,0.07864179863119077,0.0019084521853786618
1963,1964,Pietarsaari,2013,234.25,0,0,1.0,120.166666666667,98.3333333333333,14.666666666666698,8949,2.61761090624651,51.2984702952686,41.977943792244794,6.26111704019922,98.3,19633.0,16.3,60.7,23.0,6.0,-33.0,-177.0,71.2,9.9,27.7,143.3,1.1,35.9,62.3,0.02617610906246508,0.010988192349238273,0.013427943531865796,-0.07292778370686447,-0.06918329814795583,-0.0018109495576219305
1964,1965,Pietarsaari,2014,217.166666666667,0,0,1.0,100.333333333333,95.1666666666667,21.1666666666667,8913,2.43651595048431,46.2010744435917,43.821949347659206,9.74673829623945,98.3,19577.0,16.1,60.1,23.8,6.3,-16.0,-182.0,70.8,11.0,28.0,146.2,1.1,35.7,62.4,0.02436515950484315,0.010677287856688736,0.011256965481132392,0.2010744435917082,0.19544126362176387,0.004761957561972376
1965,1966,Pietarsaari,2015,260.83333333333303,0,0,1.0,116.916666666667,118.0,25.9166666666667,8955,2.91271170668156,44.8242811501597,45.239616613418505,9.93610223642173,98.3,19436.0,16.0,59.5,24.5,6.5,-34.0,-232.0,71.1,10.9,28.5,147.2,1.1,35.7,62.5,0.029127117066815526,0.013176996091568955,0.013056020844965606,0.010543130990415348,0.01257846458757628,0.0003663744105631278
1970,1971,Pihtipudas,2010,28.25,0,0,0.0,18.4166666666667,11.083333333333302,0.0,1943,1.45393721049923,65.1917404129794,39.2330383480826,0.0,45.4,4563.0,16.8,59.5,23.8,0.8,-33.0,-19.0,62.1,14.2,32.8,188.3,21.8,17.9,57.4,0.01453937210499228,0.005704237433522029,0.009478469720363716,0.2684365781710903,0.33508790432634256,0.004871967728882747
1971,1972,Pihtipudas,2011,35.8333333333333,0,0,0.0,15.083333333333302,15.5,0.0,1846,1.9411339833875,42.093023255813996,43.2558139534884,0.0,45.3,4500.0,16.6,59.2,24.2,0.8,-32.0,-31.0,63.2,14.0,33.1,184.5,22.6,15.5,59.7,0.019411339833875028,0.008396533044420368,0.008170819790538084,0.4232558139534897,0.42325581395348966,0.008215962441314572
1972,1973,Pihtipudas,2012,51.0,0,0,0.0,23.0,24.4166666666667,0.0,1846,2.76273022751896,45.09803921568629,47.8758169934641,0.0,45.8,4441.0,16.6,58.4,25.0,0.7,-31.0,-34.0,63.3,14.0,33.8,186.1,21.2,14.8,61.7,0.0276273022751896,0.01322679667750092,0.012459371614301192,0.07189542483660195,0.07597550530090658,0.0020989982504584156
1973,1974,Pihtipudas,2013,54.6666666666667,0,0,1.0,22.0,28.0833333333333,0.0,1839,2.9726300525647997,40.2439024390244,51.371951219512205,0.0,45.8,4354.0,15.9,57.9,26.2,0.7,-39.0,-53.0,62.6,16.9,34.2,191.2,21.5,13.9,63.0,0.029726300525648015,0.015270980605401469,0.011963023382272975,0.3582317073170723,0.38458320939916635,0.01143223605971784
1974,1975,Pihtipudas,2014,74.25,0,0,1.0,21.75,46.5833333333333,0.0,1804,4.11585365853659,29.2929292929293,62.738496071829395,0.0,45.9,4261.0,16.5,56.5,27.0,0.7,-35.0,-62.0,63.2,18.2,34.3,195.7,20.3,13.1,64.9,0.041158536585365856,0.025822246858832207,0.012056541019955654,0.3288439955106626,0.33253728065660665,0.013686747831903018
1975,1976,Pihtipudas,2015,98.6666666666667,0,0,1.0,34.25,57.3333333333333,0.0,1799,5.48452844172689,34.7128378378378,58.1081081081081,0.0,46.2,4221.0,15.9,56.5,27.7,0.8,-46.0,0.0,63.3,17.6,34.6,197.5,20.0,12.8,65.5,0.05484528441726887,0.03186955716138594,0.01903835464146748,0.17060810810810773,0.19586824899857216,0.010742449824639129
1980,1981,Pirkkala,2010,174.75,0,0,0.0,56.9166666666667,92.9166666666667,23.0,8305,2.10415412402167,32.5703385789223,53.171196948021,13.1616595135908,97.1,17237.0,21.4,65.5,13.2,1.7,157.0,535.0,75.2,8.6,17.7,115.3,0.7,26.0,71.7,0.021041541240216736,0.011188039333734702,0.006853301224162155,0.05245588936576251,0.04503182223609015,0.0009475389447027999
1981,1982,Pirkkala,2011,183.916666666667,0,0,0.0,67.9166666666667,93.1666666666667,20.0,8364,2.19890801849195,36.927956502038995,50.6570004531038,10.8744902582691,97.1,17763.0,21.3,64.9,13.7,1.8,200.0,323.0,76.6,8.0,17.9,112.7,0.6,24.0,73.8,0.021989080184919536,0.011139008448908022,0.008120117965885545,0.0670593565926578,0.018938743982302775,0.000416445560028518
1982,1983,Pirkkala,2012,196.25,0,0,0.0,63.3333333333333,102.5,27.4166666666667,8759,2.24055257449481,32.2717622080679,52.2292993630573,13.970276008492599,97.2,18128.0,21.5,64.3,14.2,2.0,162.0,176.0,75.8,9.0,18.0,116.8,0.4,26.8,71.0,0.022405525744948054,0.011702249115195799,0.007230657989877075,0.39023354564755686,0.34108542140164655,0.007642198190441048
1983,1984,Pirkkala,2013,272.83333333333303,0,0,1.0,86.6666666666667,136.583333333333,49.0833333333333,9080,3.0047723935389103,31.7654245571167,50.0610873549175,17.990226023213197,97.4,18369.0,21.4,63.6,15.0,1.9,164.0,53.0,74.2,11.1,18.5,123.2,0.4,26.0,72.1,0.0300477239353891,0.015042217327459582,0.009544787077826728,0.2416004886988407,0.2275405528512056,0.00683707571617884
1984,1985,Pirkkala,2014,338.75,0,0,1.0,91.25,174.333333333333,70.9166666666667,9184,3.68847996515679,26.937269372693702,51.463714637146396,20.9348093480935,97.5,18689.0,21.4,62.8,15.8,1.9,143.0,164.0,73.8,11.9,18.9,126.8,0.4,25.6,72.6,0.03688479965156794,0.01898228803716605,0.009935757839721254,-0.045756457564575644,-0.05409900769272128,-0.0019954310600946573
1985,1986,Pirkkala,2015,323.25,0,0,1.0,85.8333333333333,170.583333333333,64.0833333333333,9265,3.48893685914733,26.5532353699407,52.7713328177365,19.824697086878103,97.5,18913.0,21.1,62.5,16.4,2.1,117.0,76.0,74.2,12.1,19.4,127.6,0.3,25.9,72.3,0.034889368591473284,0.018411584817413167,0.009264256161180064,0.10879092549626304,0.09777173805544753,0.0034111942068454845
1990,1991,Polvijärvi,2010,105.0,0,0,0.0,54.3333333333333,47.4166666666667,0.0,2066,5.08228460793804,51.7460317460318,45.1587301587302,0.0,32.1,4804.0,14.8,62.9,22.3,0.5,-37.0,19.0,58.9,17.2,33.2,182.9,24.1,16.5,55.8,0.050822846079380445,0.0229509519199742,0.02629880606647304,-0.08015873015873047,-0.06889168863691192,-0.003501271687742377
1991,1992,Polvijärvi,2011,96.5833333333333,0,0,0.0,55.4166666666667,36.5833333333333,0.0,2041,4.732157439163809,57.3770491803279,37.87748058671271,0.0,31.7,4778.0,14.6,62.3,23.1,0.5,-29.0,1.0,60.7,15.4,33.3,178.6,24.3,18.3,55.1,0.04732157439163807,0.0179242201535195,0.02715172301159564,0.021570319240725458,0.016589479068903307,0.0007850402678776305
1992,1993,Polvijärvi,2012,98.6666666666667,0,0,0.0,56.1666666666667,35.5,0.0,2051,4.81066146595157,56.925675675675706,35.979729729729705,0.0,31.3,4728.0,14.2,61.8,24.0,0.5,-30.0,-25.0,61.4,16.1,33.8,176.2,22.5,21.9,53.7,0.0481066146595157,0.017308629936616284,0.027385015439622965,0.1486486486486449,0.16167572898341753,0.0077776719940015615
1993,1994,Polvijärvi,2013,113.333333333333,0,0,1.0,56.5833333333333,45.8333333333333,0.0,2028,5.58842866535174,49.92647058823529,40.4411764705882,0.0,31.3,4664.0,14.0,61.2,24.8,0.6,-41.0,-33.0,60.9,16.8,34.4,180.8,22.4,22.3,53.4,0.05588428665351726,0.022600262984878352,0.027901051939513463,0.029411764705888292,0.022855001873366712,0.0012772354761578994
1994,1995,Polvijärvi,2014,116.666666666667,0,0,1.0,61.9166666666667,42.75,1.33333333333333,2041,5.7161522129675,53.071428571428605,36.6428571428571,1.14285714285714,30.9,4609.0,13.5,60.3,26.2,0.7,-28.0,-30.0,59.7,18.4,34.8,189.7,21.6,23.2,52.5,0.05716152212967516,0.02094561489465948,0.030336436387391818,0.13785714285713963,0.1635102347552215,0.009346493902388973
1995,1996,Polvijärvi,2015,132.75,0,0,1.0,65.75,54.5833333333333,0.0,1996,6.650801603206411,49.5291902071563,41.1173885750157,0.0,30.4,4556.0,13.6,59.2,27.3,0.7,-25.0,-34.0,59.5,19.5,35.9,198.2,19.9,27.3,50.7,0.06650801603206413,0.027346359385437526,0.03294088176352705,-0.0025109855618305216,0.021543392928982132,0.0014328083223058008
2000,2001,Pomarkku,2010,27.9166666666667,1,0,0.0,19.9166666666667,7.0,0.0,1063,2.62621511445594,71.3432835820896,25.0746268656716,0.0,60.9,2460.0,15.8,58.5,25.7,0.7,-15.0,-9.0,63.5,13.4,34.5,183.1,12.1,24.9,59.2,0.026262151144559456,0.00658513640639699,0.018736280965820036,0.3373134328358181,0.3936903716710535,0.010339156044982995
2001,2002,Pomarkku,2011,37.3333333333333,1,0,0.0,26.9166666666667,6.16666666666667,0.0,1020,3.66013071895425,72.09821428571429,16.5178571428571,0.0,60.2,2415.0,15.4,58.4,26.2,0.7,-26.0,-17.0,66.1,12.7,34.2,171.7,10.3,28.8,58.6,0.03660130718954245,0.006045751633986931,0.02638888888888892,0.09151785714285811,0.10891256402959686,0.003986342212847986
2002,2003,Pomarkku,2012,40.75,1,0,0.0,25.4166666666667,10.3333333333333,0.0,1004,4.05876494023904,62.3721881390593,25.357873210633898,0.0,59.5,2373.0,15.6,58.0,26.4,0.7,-20.0,-22.0,66.4,15.4,33.6,172.8,9.1,32.8,53.7,0.04058764940239044,0.01029216467463476,0.025315405046480777,-0.14519427402863067,-0.1569499519889441,-0.006370229625049274
2003,2004,Pomarkku,2013,34.8333333333333,1,0,1.0,21.3333333333333,7.58333333333333,0.0,1018,3.42174197773412,61.244019138756,21.770334928229698,0.0,60.8,2340.0,15.6,57.8,26.6,0.8,-32.0,-3.0,65.8,14.0,33.3,178.9,9.6,27.1,59.5,0.03421741977734116,0.007449246889325472,0.02095612311722328,0.05980861244019335,0.04949919014019136,0.0016937345676653545
2004,2005,Pomarkku,2014,36.9166666666667,1,0,1.0,20.5,11.916666666666698,0.0,1028,3.59111543450065,55.53047404063211,32.2799097065463,0.0,60.9,2275.0,15.3,57.5,27.3,0.8,-17.0,-49.0,63.9,15.9,34.0,189.4,11.1,26.4,59.8,0.03591115434500652,0.011592088197146593,0.019941634241245135,0.13769751693002155,0.1983125485697358,0.007121632540239384
2005,2006,Pomarkku,2015,42.0,1,0,1.0,23.25,15.666666666666698,0.0,976,4.30327868852459,55.3571428571429,37.3015873015873,0.0,60.9,2240.0,15.5,56.3,28.1,0.8,-8.0,-25.0,63.5,15.7,34.2,194.0,12.2,28.4,57.8,0.0430327868852459,0.016051912568306043,0.02382172131147541,0.07936507936507857,0.12669552669552592,0.005452061599602549
2010,2011,Pori,2010,1063.83333333333,1,0,0.0,463.916666666667,530.416666666667,52.4166666666667,39794,2.67335109145432,43.60802130659571,49.8590004699984,4.92715024283252,93.4,85026.0,14.9,64.5,20.6,1.4,-154.0,226.0,65.3,13.5,27.9,148.8,1.5,23.9,73.6,0.026733510914543148,0.0133290613325292,0.011657955135615093,0.225207582641398,0.23865429967054,0.006380067325045032
2011,2012,Pori,2011,1303.41666666667,1,0,0.0,611.166666666667,629.166666666667,59.6666666666667,39362,3.31135782395881,46.8895850648935,48.27057093536221,4.5777124224793795,93.4,85078.0,14.7,64.1,21.2,1.5,-127.0,18.0,66.9,12.4,28.1,145.0,1.4,23.9,73.4,0.03311357823958818,0.015984113273377037,0.015526819436681749,0.1357330093983707,0.13036290970539507,0.004316782410069969
2012,2013,Pori,2012,1480.33333333333,1,0,0.0,692.25,715.0,68.4166666666667,39549,3.74303606496582,46.763116415221795,48.299932447646896,4.621706822787661,93.2,85201.0,14.7,63.4,21.9,1.7,-201.0,154.0,66.8,13.6,28.2,147.3,1.5,23.9,73.5,0.03743036064965815,0.018078838908695542,0.01750360312523705,0.14366133753659338,0.14031670838862287,0.005252105000159067
2013,2014,Pori,2013,1693.0,1,0,1.0,781.083333333333,817.333333333333,88.6666666666667,39665,4.2682465649817205,46.1360504036228,48.2772199251821,5.23725142744635,93.3,85399.0,14.8,62.6,22.7,1.9,-102.0,79.0,66.2,15.2,28.4,151.7,1.4,23.8,74.0,0.04268246564981722,0.020605907811252565,0.019692003865708636,0.1275841701122268,0.12181459548775939,0.005199347287552669
2014,2015,Pori,2014,1909.0,1,0,1.0,866.083333333333,923.25,114.583333333333,39869,4.78818129373699,45.36843024271,48.3630172865374,6.00226994936267,93.3,85418.0,14.7,62.0,23.3,2.0,-185.0,58.0,65.6,16.7,28.5,155.9,1.3,22.8,75.0,0.047881812937369886,0.023157089468007725,0.02172322690143553,0.1460188580408591,0.14175185794470022,0.006787335945632765
2015,2016,Pori,2015,2187.75,1,0,1.0,908.833333333333,1101.5,175.166666666667,40018,5.46691488830027,41.5419190187788,50.348531596388995,8.00670399573382,93.4,85363.0,14.6,61.4,24.0,2.1,-151.0,11.0,64.1,18.3,29.0,164.1,1.4,21.8,75.8,0.05466914888300265,0.027525113698835525,0.02271061355723257,-0.0035424522911667237,-0.005406476337213713,-0.00029556745981156735
2020,2021,Pornainen,2010,24.5,0,0,0.0,15.083333333333302,8.91666666666667,0.0,2452,0.999184339314845,61.5646258503401,36.3945578231292,0.0,56.7,5107.0,26.0,63.4,10.6,1.0,37.0,-11.0,80.5,4.7,14.5,113.9,9.5,25.2,62.7,0.00999184339314845,0.0036364872213159338,0.006151441000543761,0.1972789115646245,0.18711196569205799,0.001869593458179209
